Image,Name,Scientific Name,Weight(KG),Height(CM),Conservation Status,Habitat,Diet,Age
augimg/Papio cynocephalus/bimage36.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Saguinus oedipus/yimage25.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Chlorocebus sabaeus/aimage16.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Trachypithecus cristatus/bimage14.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Ateles paniscus/dimage3.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Hylobatidae family/images13.jpg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Trachypithecus delacouri/ximage71.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Saimiri spp/dimage34.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Cercopithecus mona/ximage68.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Papio spp/cimage87.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Theropithecus gelada/zimage11.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Nomascus hainanus/yimage37.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Hylobates moloch/ya-downcast-looking-silvery-gibbon-in-a-zoo-DYM4XW.jpg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Hylobates klossii/image2.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Cercopithecus mona/orgi-image8.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Saimiri spp/bimage79.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Theropithecus gelada/image93.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Plecturocebus moloch/cimage8.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Trachypithecus phayrei/image43.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Saguinus oedipus/image7.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Aotus spp/yimage43.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Callithrix spp/aimage14.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Cercopithecus roloway/yimage89.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Gorilla beringei beringei/image7.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Pygathrix cinerea/image43.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Ateles spp/image22.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Hylobates moloch/orgi-image18.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Plecturocebus geoffroyi/yimage75.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Indri indri/dimage11.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Saimiri spp/cimage17.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Macaca silenus/ximage92.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/ Piliocolobus kirkii/aimage9.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Leontopithecus rosalia/cimage83.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Nomascus leucogenys/yimage69.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Trachypithecus vetulus/image30.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Macaca sylvanus/image82.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Piliocolobus waldronae/orgi-image81.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Cercopithecus mona/yimage8.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Trachypithecus delacouri/aimage14.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Mandrillus sphinx/image33.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Pygathrix cinerea/zimage1.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Macaca silenus/ximage16.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Nomascus leucogenys/image34.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Theropithecus gelada/cimage89.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Cercopithecus roloway/yimage14.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Aotus spp/cimage83.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Hylobatidae family/ximage13.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Erythrocebus patas/cimage2.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Ateles paniscus/dimage77.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Mandrillus sphinx/dimage49.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Macaca nigra/orgi-image24.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Hylobates moloch/bMoloch-20210525-Ctb.jpg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Saimiri boliviensis/bimage51.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Trachypithecus cristatus/orgi-image62.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Cercopithecus roloway/dimage37.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Saguinus mystax/bimage21.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Ateles spp/ximage15.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Ateles paniscus/image47.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Brachyteles hypoxanthus/bimage38.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Hylobates moloch/orgi-chester-zoo-28.webp,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Piliocolobus rufomitratus/orgi-image91.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Hylobatidae family/ximage3.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Lagothrix spp/zimage70.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Piliocolobus waldronae/aimage63.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Cebus albifrons/dimage28.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Chlorocebus sabaeus/aimage78.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Oreonax flavicauda/dimage36.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Erythrocebus patas/image93.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Macaca silenus/zimage76.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Oreonax flavicauda/image21.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Hylobates klossii/aimage27.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Hylobates moloch/zmoloch-gibbon.webp,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Semnopithecus spp/zimage45.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Hylobates moloch/x360_F_273109317_b8rP9PRjQKiZQ2wHUo18CqFEprIjoLZF.webp,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Plecturocebus moloch/image9.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Cebus spp/orgi-image95.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Aotus spp/dimage13.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Trachypithecus delacouri/ximage41.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Ateles marginatus/bimage19.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Semnopithecus spp/yimage6.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Saimiri boliviensis/ximage7.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Theropithecus gelada/bimage18.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Colobus guereza/aimage62.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Ateles geoffroyi/orgi-image37.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Macaca spp/cimage75.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Daubentonia madagascariensis/ximage7.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Indri indri/ximage75.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Plecturocebus moloch/yimage14.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Macaca pagensis/image28.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Macaca fuscata/orgi-image16.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Leontopithecus rosalia/yimage38.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Erythrocebus patas/orgi-image94.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Papio spp/bimage4.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Leontopithecus chrysomelas/cimage56.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Hylobatidae family/Gibbon_collage.png,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Alouatta spp/yimage98.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Brachyteles hypoxanthus/bimage31.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Cercopithecus neglectus/yimage62.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Trachypithecus delacouri/bimage24.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Ateles spp/image67.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Rhinopithecus avunculus/zimage22.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Presbytis spp/bimage46.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Pithecia spp/zimage17.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Trachypithecus auratus/yimage81.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Cercopithecus neglectus/aimage15.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Cercopithecus neglectus/cimage26.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Trachypithecus auratus/cimage7.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Pithecia spp/aimage51.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Ateles chamek/ximage12.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Semnopithecus spp/aimage16.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Indri indri/bimage79.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Plecturocebus geoffroyi/aimage17.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Pygathrix nemaeus/yimage71.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Macaca fuscata/zimage98.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Ateles spp/dimage14.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Colobus guereza/dimage89.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Daubentonia madagascariensis/zimage24.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Rungwecebus kipunji/cimage15.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Trachypithecus delacouri/dimage64.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Alouatta spp/aimage18.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Leontopithecus chrysomelas/zimage14.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Pithecia spp/bimage74.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Hylobatidae family/dimage9.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Saguinus spp/zimage10.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Macaca sylvanus/ximage41.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Papio cynocephalus/aimage56.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Trachypithecus poliocephalus/image80.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Chlorocebus sabaeus/orgi-image7.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Cercopithecus neglectus/cimage6.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Plecturocebus geoffroyi/cimage75.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Hylobatidae family/zimage40.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Plecturocebus geoffroyi/cimage94.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Rungwecebus kipunji/bimage11.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Ateles paniscus/orgi-image57.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Hylobates klossii/zimage34.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Rhinopithecus avunculus/image28.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Trachypithecus poliocephalus/yimage54.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Callithrix spp/cimage11.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Semnopithecus priam/image14.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Oreonax flavicauda/yimage5.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Hylobates klossii/yimage0.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Papio spp/bimage84.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Mandrillus sphinx/dimage3.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Macaca silenus/orgi-image19.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Colobus guereza/aimage19.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Chlorocebus sabaeus/aimage3.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Hylobatidae family/bgibbon.jpg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Theropithecus gelada/zimage32.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Cercopithecus ascanius/yimage61.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Saimiri boliviensis/dimage78.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Macaca radiata/bimage93.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Hylobatidae family/orgi-image92.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Callithrix spp/dimage57.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Semnopithecus spp/orgi-image65.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Semnopithecus spp/ximage55.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Oreonax flavicauda/orgi-image98.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Colobus guereza/zimage19.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Cercopithecus roloway/cimage3.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Hylobates moloch/csilvery-gibbon-hylobates-moloch-3.jpg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Piliocolobus waldronae/orgi-image7.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Indri indri/dimage8.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Trachypithecus cristatus/image27.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Erythrocebus patas/cimage69.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Macaca nigra/cimage0.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Brachyteles hypoxanthus/orgi-image9.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Nomascus hainanus/yimage12.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Propithecus perrieri/zimage88.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Rhinopithecus avunculus/aimage91.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Saguinus spp/orgi-image31.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Ateles belzebuth/yimage53.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Hylobates moloch/Silbergibbon_Hylobates_moloch_Tierpark_Hellabrunn-20.jpg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Hylobatidae family/yimages78.jpg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Hylobates moloch/images17.jpg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Mandrillus sphinx/bimage37.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Ateles chamek/ximage41.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Nomascus leucogenys/aimage0.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Ateles chamek/ximage14.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Saimiri spp/ximage9.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Propithecus perrieri/orgi-image17.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Cercopithecus mona/yimage61.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Gorilla beringei beringei/aimage4.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Ateles marginatus/yimage37.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Saimiri spp/orgi-image4.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Trachypithecus auratus/bimage8.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Plecturocebus geoffroyi/image51.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Macaca nigra/zimage3.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Macaca pagensis/orgi-image92.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Daubentonia madagascariensis/ximage65.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Macaca nigra/ximage9.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Cercopithecus neglectus/ximage47.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Brachyteles hypoxanthus/bimage17.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Macaca mulatta/cimage85.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Pithecia spp/cimage39.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Cercopithecus neglectus/zimage73.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Trachypithecus phayrei/dimage13.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Saimiri boliviensis/cimage16.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Mandrillus sphinx/cimage83.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Ateles chamek/ximage56.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Trachypithecus poliocephalus/bimage0.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Rungwecebus kipunji/zimage1.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Trachypithecus auratus/ximage81.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Ateles paniscus/orgi-image51.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Saguinus spp/yimage4.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Piliocolobus waldronae/yimage11.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Trachypithecus auratus/ximage59.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Trachypithecus phayrei/ximage53.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Rhinopithecus avunculus/image91.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Rhinopithecus roxellana/orgi-image80.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Trachypithecus delacouri/bimage2.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Pygathrix cinerea/ximage14.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Brachyteles hypoxanthus/dimage0.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Nasalis larvatus/zimage6.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Macaca silenus/image6.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Macaca silenus/dimage18.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Ateles belzebuth/zimage57.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Lagothrix spp/yimage2.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Leontopithecus chrysomelas/ximage69.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Cebus albifrons/bimage14.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Trachypithecus auratus/image18.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Semnopithecus spp/dimage46.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Saimiri boliviensis/orgi-image52.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
augimg/Callithrix spp/ximage59.jpeg,Macaque,Macaca spp.,12.0,56.0,Common,Asia,Omnivores,25.0
